datetime,open,high,low,close,volume
2023-01-02 15:25:00+05:30,1228.1,1228.7,1227.75,1228.6,104064
2023-01-03 09:15:00+05:30,1222.5,1224.35,1218.7,1218.9,284938
2023-01-03 09:20:00+05:30,1219.1,1222.2,1219.05,1220.1,152194
2023-01-03 09:25:00+05:30,1220.3,1220.3,1218.2,1219.0,163936
2023-01-03 09:30:00+05:30,1219.05,1220.9,1218.7,1219.8,122300
2023-01-03 09:35:00+05:30,1219.8,1221.05,1219.5,1220.1,131344
2023-01-03 09:40:00+05:30,1220.2,1221.8,1219.6,1221.05,121240
2023-01-03 09:45:00+05:30,1221.05,1222.5,1220.6,1221.1,91856
2023-01-03 09:50:00+05:30,1221.3,1222.5,1220.8,1222.3,63054
2023-01-03 09:55:00+05:30,1222.0,1224.35,1221.35,1224.35,166658
2023-01-03 10:00:00+05:30,1224.5,1225.2,1223.4,1223.9,139228
2023-01-03 10:05:00+05:30,1223.9,1226.3,1223.7,1225.6,207726
2023-01-03 10:10:00+05:30,1225.6,1225.6,1224.4,1224.95,59510
2023-01-03 10:15:00+05:30,1224.95,1224.95,1223.9,1224.0,56840
2023-01-03 10:20:00+05:30,1224.1,1224.3,1222.8,1222.8,66118
2023-01-03 10:25:00+05:30,1222.8,1222.95,1222.0,1222.0,70142
2023-01-03 10:30:00+05:30,1222.0,1224.6,1221.55,1224.2,80018
2023-01-03 10:35:00+05:30,1224.35,1224.35,1223.9,1223.9,62880
2023-01-03 10:40:00+05:30,1223.95,1224.6,1222.8,1222.9,116940
2023-01-03 10:45:00+05:30,1222.9,1223.3,1222.25,1223.0,54728
2023-01-03 10:50:00+05:30,1223.0,1225.5,1223.0,1225.1,40882
2023-01-03 10:55:00+05:30,1225.1,1225.6,1224.0,1224.7,34682
2023-01-03 11:00:00+05:30,1224.4,1225.6,1224.4,1224.45,44530
2023-01-03 11:05:00+05:30,1224.45,1225.3,1222.95,1223.3,101058
2023-01-03 11:10:00+05:30,1223.3,1223.85,1223.1,1223.5,56264
2023-01-03 11:15:00+05:30,1223.5,1224.4,1223.2,1223.45,41310
2023-01-03 11:20:00+05:30,1223.45,1223.45,1220.8,1221.5,95700
2023-01-03 11:25:00+05:30,1221.5,1222.4,1220.1,1222.15,95540
2023-01-03 11:30:00+05:30,1222.15,1222.8,1221.3,1221.65,49782
2023-01-03 11:35:00+05:30,1221.65,1221.95,1220.7,1220.9,58014
2023-01-03 11:40:00+05:30,1220.9,1221.3,1219.3,1221.1,101364
2023-01-03 11:45:00+05:30,1220.8,1221.9,1220.7,1221.6,51906
2023-01-03 11:50:00+05:30,1221.5,1221.8,1220.9,1221.55,37640
2023-01-03 11:55:00+05:30,1221.5,1221.55,1217.7,1219.25,230900
2023-01-03 12:00:00+05:30,1218.7,1220.0,1217.0,1217.5,95568
2023-01-03 12:05:00+05:30,1217.5,1218.6,1217.05,1218.25,73860
2023-01-03 12:10:00+05:30,1218.6,1219.1,1216.85,1216.85,67356
2023-01-03 12:15:00+05:30,1216.8,1217.0,1215.8,1216.1,115338
2023-01-03 12:20:00+05:30,1216.1,1216.75,1214.35,1215.2,148586
2023-01-03 12:25:00+05:30,1215.25,1216.2,1214.4,1215.65,79516
2023-01-03 12:30:00+05:30,1216.1,1216.3,1214.85,1215.3,60966
2023-01-03 12:35:00+05:30,1215.3,1216.1,1215.0,1215.5,83300
2023-01-03 12:40:00+05:30,1215.5,1216.55,1215.3,1215.8,57708
2023-01-03 12:45:00+05:30,1215.9,1216.55,1215.3,1215.3,56466
2023-01-03 12:50:00+05:30,1215.35,1216.2,1214.45,1214.9,55192
2023-01-03 12:55:00+05:30,1214.9,1216.25,1214.9,1216.2,29460
2023-01-03 13:00:00+05:30,1216.2,1216.2,1215.6,1215.95,51662
2023-01-03 13:05:00+05:30,1215.95,1216.7,1214.9,1215.3,96254
2023-01-03 13:10:00+05:30,1215.3,1216.7,1214.85,1216.1,96624
2023-01-03 13:15:00+05:30,1216.1,1216.3,1215.4,1215.75,60332
2023-01-03 13:20:00+05:30,1215.4,1216.1,1214.85,1215.4,109738
2023-01-03 13:25:00+05:30,1215.5,1217.0,1215.3,1217.0,83222
2023-01-03 13:30:00+05:30,1217.0,1218.2,1216.3,1216.7,111820
2023-01-03 13:35:00+05:30,1216.7,1217.3,1216.3,1216.35,69132
2023-01-03 13:40:00+05:30,1216.7,1217.1,1215.4,1216.9,74942
2023-01-03 13:45:00+05:30,1217.1,1217.2,1216.0,1216.7,58014
2023-01-03 13:50:00+05:30,1216.5,1217.2,1216.3,1216.75,59434
2023-01-03 13:55:00+05:30,1216.9,1218.2,1216.6,1217.45,95334
2023-01-03 14:00:00+05:30,1217.4,1217.7,1216.3,1217.25,69802
2023-01-03 14:05:00+05:30,1217.25,1217.3,1216.4,1216.75,66864
2023-01-03 14:10:00+05:30,1216.7,1217.0,1215.45,1215.5,71946
2023-01-03 14:15:00+05:30,1215.7,1216.75,1215.5,1216.5,65648
2023-01-03 14:20:00+05:30,1216.4,1218.2,1216.3,1217.85,101916
2023-01-03 14:25:00+05:30,1217.8,1218.2,1216.9,1217.2,74766
2023-01-03 14:30:00+05:30,1216.9,1218.0,1216.85,1217.3,107498
2023-01-03 14:35:00+05:30,1217.3,1217.95,1217.0,1217.2,83954
2023-01-03 14:40:00+05:30,1217.2,1219.5,1217.2,1218.75,181714
2023-01-03 14:45:00+05:30,1218.8,1219.5,1217.5,1217.9,94520
2023-01-03 14:50:00+05:30,1217.9,1219.3,1217.7,1218.4,86406
2023-01-03 14:55:00+05:30,1218.2,1218.4,1216.9,1218.0,95556
2023-01-03 15:00:00+05:30,1218.05,1218.2,1216.05,1218.05,165726
2023-01-03 15:05:00+05:30,1217.95,1218.95,1217.65,1218.2,146982
2023-01-03 15:10:00+05:30,1218.2,1220.1,1217.7,1219.1,226592
2023-01-03 15:15:00+05:30,1219.15,1219.6,1218.0,1219.6,210498
2023-01-03 15:20:00+05:30,1219.55,1220.05,1218.5,1219.05,236844
2023-01-03 15:25:00+05:30,1219.1,1219.15,1217.8,1218.2,135992
2023-01-04 09:15:00+05:30,1218.7,1220.6,1214.85,1215.5,407410
2023-01-04 09:20:00+05:30,1215.5,1217.1,1215.3,1216.5,168972
2023-01-04 09:25:00+05:30,1216.85,1218.2,1216.25,1217.55,83432
2023-01-04 09:30:00+05:30,1217.55,1218.15,1215.8,1216.3,69712
2023-01-04 09:35:00+05:30,1216.45,1216.5,1209.9,1210.65,258248
2023-01-04 09:40:00+05:30,1210.65,1211.7,1208.75,1209.6,169972
2023-01-04 09:45:00+05:30,1209.5,1209.5,1207.0,1207.65,166160
2023-01-04 09:50:00+05:30,1207.65,1209.0,1206.3,1208.5,135486
2023-01-04 09:55:00+05:30,1208.1,1208.9,1207.0,1207.2,153550
2023-01-04 10:00:00+05:30,1207.25,1207.8,1205.8,1207.8,147726
2023-01-04 10:05:00+05:30,1207.95,1208.6,1207.05,1208.15,51604
2023-01-04 10:10:00+05:30,1208.05,1208.7,1207.2,1207.7,38898
2023-01-04 10:15:00+05:30,1207.7,1208.6,1206.9,1207.4,48978
2023-01-04 10:20:00+05:30,1207.5,1208.65,1207.2,1208.1,34830
2023-01-04 10:25:00+05:30,1207.95,1210.1,1207.95,1208.8,55452
2023-01-04 10:30:00+05:30,1208.8,1210.2,1208.55,1209.9,82596
2023-01-04 10:35:00+05:30,1210.1,1211.0,1209.55,1210.6,93760
2023-01-04 10:40:00+05:30,1210.3,1210.5,1208.65,1209.4,44144
2023-01-04 10:45:00+05:30,1209.4,1210.6,1208.6,1210.1,94058
2023-01-04 10:50:00+05:30,1210.1,1210.45,1208.2,1208.4,41422
2023-01-04 10:55:00+05:30,1208.6,1210.5,1208.2,1210.4,43694
2023-01-04 11:00:00+05:30,1210.35,1210.5,1209.6,1210.1,44690
2023-01-04 11:05:00+05:30,1210.1,1210.1,1208.2,1208.4,86136
2023-01-04 11:10:00+05:30,1208.7,1210.2,1208.2,1210.1,51994
2023-01-04 11:15:00+05:30,1210.1,1210.5,1209.5,1210.3,33866
2023-01-04 11:20:00+05:30,1210.3,1210.75,1210.25,1210.4,46748
2023-01-04 11:25:00+05:30,1210.6,1211.55,1210.5,1211.5,224576
2023-01-04 11:30:00+05:30,1211.5,1212.0,1210.6,1210.7,67830
2023-01-04 11:35:00+05:30,1210.7,1210.7,1209.65,1210.1,53480
2023-01-04 11:40:00+05:30,1210.5,1210.5,1209.7,1210.2,30342
2023-01-04 11:45:00+05:30,1210.25,1210.3,1208.2,1208.4,62590
2023-01-04 11:50:00+05:30,1208.4,1208.8,1207.0,1207.0,76498
2023-01-04 11:55:00+05:30,1206.9,1208.1,1205.1,1206.7,210294
2023-01-04 12:00:00+05:30,1206.6,1206.7,1204.0,1204.4,87220
2023-01-04 12:05:00+05:30,1204.4,1204.75,1202.0,1202.8,101596
2023-01-04 12:10:00+05:30,1202.7,1205.15,1202.45,1204.4,114692
2023-01-04 12:15:00+05:30,1204.3,1205.05,1203.9,1204.15,60586
2023-01-04 12:20:00+05:30,1204.15,1204.7,1204.15,1204.5,47004
2023-01-04 12:25:00+05:30,1204.4,1205.0,1204.15,1204.9,38330
2023-01-04 12:30:00+05:30,1204.9,1205.3,1202.95,1203.65,56388
2023-01-04 12:35:00+05:30,1203.65,1204.35,1203.3,1203.45,42494
2023-01-04 12:40:00+05:30,1203.4,1203.8,1202.9,1203.7,51926
2023-01-04 12:45:00+05:30,1203.8,1205.3,1203.7,1205.1,95532
2023-01-04 12:50:00+05:30,1205.1,1205.4,1203.6,1203.6,54394
2023-01-04 12:55:00+05:30,1203.6,1205.0,1203.4,1203.5,51002
2023-01-04 13:00:00+05:30,1203.5,1204.9,1203.45,1204.9,57178
2023-01-04 13:05:00+05:30,1204.7,1204.95,1203.45,1203.45,72972
2023-01-04 13:10:00+05:30,1203.5,1204.2,1203.45,1203.45,67252
2023-01-04 13:15:00+05:30,1203.45,1203.9,1202.95,1202.95,77656
2023-01-04 13:20:00+05:30,1202.95,1203.45,1201.6,1202.45,107564
2023-01-04 13:25:00+05:30,1202.45,1203.9,1201.75,1203.3,85174
2023-01-04 13:30:00+05:30,1203.25,1203.25,1202.2,1202.3,82140
2023-01-04 13:35:00+05:30,1202.3,1203.45,1202.3,1203.1,70448
2023-01-04 13:40:00+05:30,1203.1,1204.4,1202.95,1204.15,95424
2023-01-04 13:45:00+05:30,1204.2,1204.6,1203.7,1203.7,85302
2023-01-04 13:50:00+05:30,1203.9,1206.3,1203.5,1206.0,393268
2023-01-04 13:55:00+05:30,1205.9,1206.9,1205.3,1205.4,147604
2023-01-04 14:00:00+05:30,1205.4,1207.2,1205.3,1207.0,118112
2023-01-04 14:05:00+05:30,1207.05,1207.2,1206.3,1206.55,95846
2023-01-04 14:10:00+05:30,1206.5,1206.7,1205.4,1206.5,94536
2023-01-04 14:15:00+05:30,1206.5,1206.6,1205.8,1205.8,73424
2023-01-04 14:20:00+05:30,1205.8,1205.8,1202.95,1203.5,125522
2023-01-04 14:25:00+05:30,1203.45,1203.6,1201.8,1202.9,113752
2023-01-04 14:30:00+05:30,1202.6,1203.1,1201.8,1202.7,70380
2023-01-04 14:35:00+05:30,1202.8,1202.95,1202.3,1202.9,69894
2023-01-04 14:40:00+05:30,1202.9,1202.95,1201.0,1201.0,124842
2023-01-04 14:45:00+05:30,1201.2,1201.95,1198.75,1198.75,246512
2023-01-04 14:50:00+05:30,1198.9,1200.75,1198.65,1200.5,185828
2023-01-04 14:55:00+05:30,1200.5,1201.6,1200.3,1201.2,149624
2023-01-04 15:00:00+05:30,1201.2,1201.5,1200.3,1200.9,277802
2023-01-04 15:05:00+05:30,1200.9,1202.0,1200.1,1202.0,338934
2023-01-04 15:10:00+05:30,1202.0,1202.2,1200.3,1200.65,340242
2023-01-04 15:15:00+05:30,1200.65,1200.9,1199.5,1199.5,347032
2023-01-04 15:20:00+05:30,1199.5,1200.0,1198.25,1199.7,371246
2023-01-04 15:25:00+05:30,1199.7,1200.1,1198.65,1199.6,248422
2023-01-05 09:15:00+05:30,1202.7,1206.7,1202.4,1202.95,600012
2023-01-05 09:20:00+05:30,1202.8,1203.3,1199.2,1200.4,301098
2023-01-05 09:25:00+05:30,1200.1,1205.1,1199.6,1203.65,321348
2023-01-05 09:30:00+05:30,1203.8,1207.9,1203.65,1206.8,312966
2023-01-05 09:35:00+05:30,1206.8,1207.2,1204.0,1204.4,196488
2023-01-05 09:40:00+05:30,1204.4,1205.1,1199.9,1199.9,202738
2023-01-05 09:45:00+05:30,1200.0,1201.95,1198.65,1201.15,194952
2023-01-05 09:50:00+05:30,1201.3,1205.8,1200.9,1204.5,174420
2023-01-05 09:55:00+05:30,1204.5,1205.9,1203.2,1203.85,208260
2023-01-05 10:00:00+05:30,1203.8,1205.3,1203.6,1204.65,130354
2023-01-05 10:05:00+05:30,1204.65,1205.2,1202.0,1202.5,118610
2023-01-05 10:10:00+05:30,1202.45,1206.75,1202.45,1206.3,152978
2023-01-05 10:15:00+05:30,1207.2,1208.65,1205.3,1206.05,195914
2023-01-05 10:20:00+05:30,1206.15,1206.7,1204.9,1205.8,106162
2023-01-05 10:25:00+05:30,1205.8,1206.65,1204.0,1204.75,136534
2023-01-05 10:30:00+05:30,1204.8,1205.1,1202.8,1203.6,106620
2023-01-05 10:35:00+05:30,1203.6,1204.35,1203.05,1203.3,66402
2023-01-05 10:40:00+05:30,1203.3,1204.1,1202.45,1203.4,99888
2023-01-05 10:45:00+05:30,1203.15,1203.4,1202.45,1202.5,87302
2023-01-05 10:50:00+05:30,1202.5,1203.5,1201.0,1202.3,134210
2023-01-05 10:55:00+05:30,1202.0,1202.3,1201.0,1201.1,118896
2023-01-05 11:00:00+05:30,1201.1,1201.45,1199.9,1199.9,109098
2023-01-05 11:05:00+05:30,1199.9,1201.8,1199.7,1201.4,93086
2023-01-05 11:10:00+05:30,1201.4,1202.7,1201.4,1201.7,95140
2023-01-05 11:15:00+05:30,1201.7,1201.85,1200.1,1200.6,90772
2023-01-05 11:20:00+05:30,1200.55,1201.1,1199.4,1200.1,181056
2023-01-05 11:25:00+05:30,1200.1,1201.1,1200.1,1200.1,92426
2023-01-05 11:30:00+05:30,1200.1,1200.9,1200.0,1200.1,134148
2023-01-05 11:35:00+05:30,1200.1,1200.8,1200.1,1200.5,72828
2023-01-05 11:40:00+05:30,1200.5,1201.75,1200.4,1201.5,103490
2023-01-05 11:45:00+05:30,1201.7,1201.7,1200.1,1200.1,89594
2023-01-05 11:50:00+05:30,1200.1,1200.85,1197.4,1200.3,196492
2023-01-05 11:55:00+05:30,1200.3,1201.9,1198.2,1198.6,123322
2023-01-05 12:00:00+05:30,1198.4,1199.1,1197.0,1198.9,134308
2023-01-05 12:05:00+05:30,1198.9,1201.0,1198.9,1199.8,112996
2023-01-05 12:10:00+05:30,1199.7,1200.05,1198.7,1198.9,88020
2023-01-05 12:15:00+05:30,1198.9,1199.5,1197.8,1198.45,129604
2023-01-05 12:20:00+05:30,1198.4,1198.6,1197.35,1198.15,113428
2023-01-05 12:25:00+05:30,1198.15,1199.4,1196.3,1196.3,119614
2023-01-05 12:30:00+05:30,1196.3,1199.1,1196.3,1198.4,154236
2023-01-05 12:35:00+05:30,1198.4,1198.6,1196.75,1197.1,101000
2023-01-05 12:40:00+05:30,1197.1,1197.25,1196.3,1196.4,96772
2023-01-05 12:45:00+05:30,1196.4,1197.3,1195.4,1196.3,128170
2023-01-05 12:50:00+05:30,1196.3,1196.9,1194.65,1195.85,122194
2023-01-05 12:55:00+05:30,1195.8,1196.3,1194.8,1194.8,97176
2023-01-05 13:00:00+05:30,1194.8,1196.3,1194.6,1196.0,108544
2023-01-05 13:05:00+05:30,1196.0,1197.0,1195.1,1196.5,105710
2023-01-05 13:10:00+05:30,1196.7,1197.6,1195.8,1196.3,109136
2023-01-05 13:15:00+05:30,1196.3,1196.3,1194.85,1195.1,104160
2023-01-05 13:20:00+05:30,1195.0,1195.9,1193.5,1195.4,150826
2023-01-05 13:25:00+05:30,1195.4,1195.45,1194.0,1194.1,87726
2023-01-05 13:30:00+05:30,1194.1,1195.3,1193.85,1194.0,119242
2023-01-05 13:35:00+05:30,1194.0,1194.9,1193.45,1193.9,82820
2023-01-05 13:40:00+05:30,1193.9,1195.55,1193.7,1195.1,125516
2023-01-05 13:45:00+05:30,1195.1,1196.0,1194.9,1195.35,123020
2023-01-05 13:50:00+05:30,1195.4,1196.7,1194.8,1196.5,149388
2023-01-05 13:55:00+05:30,1196.4,1198.1,1196.3,1197.95,170276
2023-01-05 14:00:00+05:30,1197.95,1198.65,1196.85,1198.15,213344
2023-01-05 14:05:00+05:30,1198.2,1198.4,1196.3,1196.3,120440
2023-01-05 14:10:00+05:30,1196.3,1197.2,1193.9,1193.9,200102
2023-01-05 14:15:00+05:30,1193.9,1195.0,1193.4,1194.0,157752
2023-01-05 14:20:00+05:30,1194.0,1195.1,1193.5,1194.8,170058
2023-01-05 14:25:00+05:30,1194.8,1196.5,1194.35,1196.2,161022
2023-01-05 14:30:00+05:30,1196.0,1196.7,1195.4,1196.2,176810
2023-01-05 14:35:00+05:30,1196.15,1196.7,1195.2,1195.8,152592
2023-01-05 14:40:00+05:30,1195.8,1197.1,1195.2,1196.3,279038
2023-01-05 14:45:00+05:30,1196.3,1198.05,1195.3,1197.35,200120
2023-01-05 14:50:00+05:30,1197.35,1197.8,1195.2,1195.8,192086
2023-01-05 14:55:00+05:30,1195.8,1196.45,1195.1,1195.5,235164
2023-01-05 15:00:00+05:30,1195.8,1198.05,1195.75,1196.6,549452
2023-01-05 15:05:00+05:30,1196.6,1197.5,1196.0,1197.0,530530
2023-01-05 15:10:00+05:30,1196.95,1198.0,1196.3,1196.85,578208
2023-01-05 15:15:00+05:30,1196.85,1201.0,1196.85,1200.95,423870
2023-01-05 15:20:00+05:30,1201.0,1201.6,1200.3,1200.75,296470
2023-01-05 15:25:00+05:30,1200.7,1202.0,1200.7,1201.9,279306
2023-01-06 09:15:00+05:30,1204.2,1205.75,1202.95,1202.95,229384
2023-01-06 09:20:00+05:30,1203.0,1209.6,1203.0,1209.1,202284
2023-01-06 09:25:00+05:30,1208.9,1212.5,1208.2,1208.7,276904
2023-01-06 09:30:00+05:30,1208.65,1213.3,1207.75,1212.4,177286
2023-01-06 09:35:00+05:30,1212.0,1214.35,1211.7,1211.9,170346
2023-01-06 09:40:00+05:30,1211.9,1213.35,1210.9,1212.0,95060
2023-01-06 09:45:00+05:30,1212.1,1212.45,1209.6,1209.9,107942
2023-01-06 09:50:00+05:30,1209.95,1212.1,1209.9,1210.25,55134
2023-01-06 09:55:00+05:30,1210.3,1210.5,1208.5,1208.5,64960
2023-01-06 10:00:00+05:30,1208.5,1209.6,1207.7,1209.05,75588
2023-01-06 10:05:00+05:30,1208.9,1210.65,1208.7,1209.6,60012
2023-01-06 10:10:00+05:30,1209.5,1210.2,1207.75,1207.8,47824
2023-01-06 10:15:00+05:30,1208.0,1208.1,1206.4,1207.2,81334
2023-01-06 10:20:00+05:30,1207.2,1208.2,1206.75,1206.75,55194
2023-01-06 10:25:00+05:30,1206.75,1207.25,1205.9,1206.85,34778
2023-01-06 10:30:00+05:30,1206.85,1209.05,1206.85,1208.2,38812
2023-01-06 10:35:00+05:30,1208.2,1208.6,1207.0,1207.3,32352
2023-01-06 10:40:00+05:30,1207.35,1208.0,1207.0,1208.0,14896
2023-01-06 10:45:00+05:30,1208.0,1208.5,1207.2,1207.7,18834
2023-01-06 10:50:00+05:30,1208.0,1211.0,1207.7,1210.75,91826
2023-01-06 10:55:00+05:30,1211.0,1211.0,1209.7,1210.1,55964
2023-01-06 11:00:00+05:30,1210.1,1210.15,1207.4,1207.7,78334
2023-01-06 11:05:00+05:30,1207.7,1208.4,1207.1,1208.0,31628
2023-01-06 11:10:00+05:30,1208.05,1208.6,1206.3,1207.6,40840
2023-01-06 11:15:00+05:30,1207.75,1211.2,1207.6,1209.7,65654
2023-01-06 11:20:00+05:30,1209.6,1210.3,1208.4,1209.1,40878
2023-01-06 11:25:00+05:30,1209.15,1209.6,1208.2,1209.0,30568
2023-01-06 11:30:00+05:30,1209.1,1210.15,1208.9,1210.15,28340
2023-01-06 11:35:00+05:30,1210.15,1211.05,1210.1,1210.5,85070
2023-01-06 11:40:00+05:30,1210.5,1211.95,1210.5,1211.6,65114
2023-01-06 11:45:00+05:30,1211.7,1211.9,1210.05,1210.1,40152
2023-01-06 11:50:00+05:30,1210.1,1212.8,1209.9,1211.8,140094
2023-01-06 11:55:00+05:30,1211.8,1213.35,1211.25,1212.1,119686
2023-01-06 12:00:00+05:30,1212.1,1213.2,1212.0,1213.1,61416
2023-01-06 12:05:00+05:30,1212.95,1213.15,1210.6,1210.6,56206
2023-01-06 12:10:00+05:30,1210.7,1211.5,1209.75,1210.4,49736
2023-01-06 12:15:00+05:30,1210.25,1211.75,1209.15,1211.5,54002
2023-01-06 12:20:00+05:30,1211.5,1212.0,1210.3,1211.0,52998
2023-01-06 12:25:00+05:30,1211.0,1211.4,1208.55,1208.7,42826
2023-01-06 12:30:00+05:30,1209.1,1210.5,1208.75,1209.8,41868
2023-01-06 12:35:00+05:30,1209.85,1210.35,1207.4,1208.2,117424
2023-01-06 12:40:00+05:30,1207.6,1208.2,1206.5,1206.85,85582
2023-01-06 12:45:00+05:30,1207.15,1207.15,1204.4,1205.7,115532
2023-01-06 12:50:00+05:30,1205.7,1205.8,1204.2,1205.6,63928
2023-01-06 12:55:00+05:30,1205.4,1206.6,1204.85,1206.0,54988
2023-01-06 13:00:00+05:30,1206.1,1206.6,1203.4,1204.4,79400
2023-01-06 13:05:00+05:30,1204.45,1205.3,1204.1,1204.8,55570
2023-01-06 13:10:00+05:30,1204.3,1205.5,1204.3,1204.4,50818
2023-01-06 13:15:00+05:30,1204.4,1205.6,1204.3,1204.8,41302
